
100, 50404

200, 200804
300, 451204
400, 801604
500, 1252004
600, 1802404
700, 2452804
800, 3203204
900, 4053604
1000, 5004004

100, 90000
200, 360000
300, 810000
400, 1440000
500, 2250000
600, 3240000
700, 4410000
800, 5760000
900, 7290000
1000, 9000000


100, 70000
100, 30000


100, 30000
5, 175
2, 28
1000, 3000000
100, 30000


512, 786432


256, 196608
512, 786432
1024, 3145728
2048, 12582912
